position,mlu,style,tempo,performer,division,division_follower,division_bigram,pattern,follower,bigram
9,lick,COOL,UP,Art Pepper,1,6,[1|6],1,100011,[1|100011]
10,lick,COOL,UP,Art Pepper,6,2,[6|2],100011,11,[100011|11]
11,lick,COOL,UP,Art Pepper,2,0,[2|0],11,0,[11|0]
1,line,COOL,UP,Art Pepper,6,6,[6|6],111101,11011,[111101|011011]
2,line,COOL,UP,Art Pepper,6,4,[6|4],11011,111,[011011|0111]
3,line,COOL,UP,Art Pepper,4,0,[4|0],111,0,[0111|0]
1,line,COOL,UP,Art Pepper,4,2,[4|2],11,11,[0011|11]
2,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
3,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
4,line,COOL,UP,Art Pepper,2,4,[2|4],11,1101,[11|1101]
5,line,COOL,UP,Art Pepper,4,4,[4|4],1101,111,[1101|0111]
6,line,COOL,UP,Art Pepper,4,2,[4|2],111,11,[0111|11]
7,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
8,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
9,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
10,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
11,line,COOL,UP,Art Pepper,2,0,[2|0],11,0,[11|0]
1,lick,COOL,UP,Art Pepper,2,4,[2|4],11,1111,[11|1111]
2,lick,COOL,UP,Art Pepper,4,2,[4|2],1111,11,[1111|11]
3,lick,COOL,UP,Art Pepper,2,0,[2|0],11,0,[11|0]
1,lick,COOL,UP,Art Pepper,6,6,[6|6],1,11,[000001|000011]
2,lick,COOL,UP,Art Pepper,6,2,[6|2],11,11,[000011|11]
3,lick,COOL,UP,Art Pepper,2,4,[2|4],11,111,[11|0111]
4,lick,COOL,UP,Art Pepper,4,4,[4|4],111,1011,[0111|1011]
5,lick,COOL,UP,Art Pepper,4,2,[4|2],1011,11,[1011|11]
6,lick,COOL,UP,Art Pepper,2,6,[2|6],11,1111,[11|001111]
7,lick,COOL,UP,Art Pepper,6,1,[6|1],1111,1,[001111|1]
8,lick,COOL,UP,Art Pepper,1,4,[1|4],1,1,[1|0001]
9,lick,COOL,UP,Art Pepper,4,3,[4|3],1,111,[0001|111]
10,lick,COOL,UP,Art Pepper,3,4,[3|4],111,1101,[111|1101]
11,lick,COOL,UP,Art Pepper,4,0,[4|0],1101,0,[1101|0]
1,line,COOL,UP,Art Pepper,2,2,[2|2],1,11,[01|11]
2,line,COOL,UP,Art Pepper,2,4,[2|4],11,1011,[11|1011]
3,line,COOL,UP,Art Pepper,4,2,[4|2],1011,11,[1011|11]
4,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
5,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
6,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
7,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
8,line,COOL,UP,Art Pepper,2,1,[2|1],11,1,[11|1]
9,line,COOL,UP,Art Pepper,1,4,[1|4],1,1011,[1|1011]
10,line,COOL,UP,Art Pepper,4,4,[4|4],1011,1001,[1011|1001]
11,line,COOL,UP,Art Pepper,4,2,[4|2],1001,1,[1001|01]
12,line,COOL,UP,Art Pepper,2,3,[2|3],1,110,[01|110]
13,line,COOL,UP,Art Pepper,3,1,[3|1],110,1,[110|1]
14,line,COOL,UP,Art Pepper,1,2,[1|2],1,1,[1|01]
15,line,COOL,UP,Art Pepper,2,2,[2|2],1,11,[01|11]
16,line,COOL,UP,Art Pepper,2,2,[2|2],11,1,[11|01]
17,line,COOL,UP,Art Pepper,2,0,[2|0],1,0,[01|0]
1,line,COOL,UP,Art Pepper,6,4,[6|4],11,1111,[000011|1111]
2,line,COOL,UP,Art Pepper,4,6,[4|6],1111,111010,[1111|111010]
3,line,COOL,UP,Art Pepper,6,4,[6|4],111010,1101,[111010|1101]
4,line,COOL,UP,Art Pepper,4,0,[4|0],1101,0,[1101|0]
1,lick,COOL,UP,Art Pepper,4,4,[4|4],1,1,[0001|0001]
2,lick,COOL,UP,Art Pepper,4,4,[4|4],1,11,[0001|0011]
3,lick,COOL,UP,Art Pepper,4,2,[4|2],11,1,[0011|01]
4,lick,COOL,UP,Art Pepper,2,3,[2|3],1,110,[01|110]
5,lick,COOL,UP,Art Pepper,3,2,[3|2],110,11,[110|11]
6,lick,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
7,lick,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
8,lick,COOL,UP,Art Pepper,2,6,[2|6],11,100101,[11|100101]
9,lick,COOL,UP,Art Pepper,6,2,[6|2],100101,1,[100101|01]
10,lick,COOL,UP,Art Pepper,2,4,[2|4],1,1001,[01|1001]
11,lick,COOL,UP,Art Pepper,4,2,[4|2],1001,11,[1001|11]
12,lick,COOL,UP,Art Pepper,2,1,[2|1],11,1,[11|1]
13,lick,COOL,UP,Art Pepper,1,0,[1|0],1,0,[1|0]
1,lick,COOL,UP,Art Pepper,4,2,[4|2],1001,1,[1001|01]
2,lick,COOL,UP,Art Pepper,2,1,[2|1],1,1,[01|1]
3,lick,COOL,UP,Art Pepper,1,0,[1|0],1,0,[1|0]
1,lick,COOL,UP,Art Pepper,2,4,[2|4],11,1001,[11|1001]
2,lick,COOL,UP,Art Pepper,4,3,[4|3],1001,110,[1001|110]
3,lick,COOL,UP,Art Pepper,3,2,[3|2],110,1,[110|01]
4,lick,COOL,UP,Art Pepper,2,2,[2|2],1,11,[01|11]
5,lick,COOL,UP,Art Pepper,2,2,[2|2],11,1,[11|01]
6,lick,COOL,UP,Art Pepper,2,1,[2|1],1,1,[01|1]
7,lick,COOL,UP,Art Pepper,1,0,[1|0],1,0,[1|0]
1,line,COOL,UP,Art Pepper,4,4,[4|4],11,11,[0011|0011]
2,line,COOL,UP,Art Pepper,4,2,[4|2],11,1,[0011|01]
3,line,COOL,UP,Art Pepper,2,2,[2|2],1,11,[01|11]
4,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
5,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
6,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
7,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
8,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
9,line,COOL,UP,Art Pepper,2,1,[2|1],11,1,[11|1]
10,line,COOL,UP,Art Pepper,1,1,[1|1],1,1,[1|1]
11,line,COOL,UP,Art Pepper,1,0,[1|0],1,0,[1|0]
1,line,COOL,UP,Art Pepper,2,6,[2|6],1,100101,[01|100101]
2,line,COOL,UP,Art Pepper,6,4,[6|4],100101,1,[100101|0001]
3,line,COOL,UP,Art Pepper,4,4,[4|4],1,1,[0001|0001]
4,line,COOL,UP,Art Pepper,4,2,[4|2],1,11,[0001|11]
5,line,COOL,UP,Art Pepper,2,4,[2|4],11,1,[11|0001]
6,line,COOL,UP,Art Pepper,4,2,[4|2],1,11,[0001|11]
7,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
8,line,COOL,UP,Art Pepper,2,2,[2|2],11,1,[11|01]
9,line,COOL,UP,Art Pepper,2,2,[2|2],1,1,[01|01]
10,line,COOL,UP,Art Pepper,2,1,[2|1],1,1,[01|1]
11,line,COOL,UP,Art Pepper,1,1,[1|1],1,1,[1|1]
12,line,COOL,UP,Art Pepper,1,1,[1|1],1,1,[1|1]
13,line,COOL,UP,Art Pepper,1,2,[1|2],1,11,[1|11]
14,line,COOL,UP,Art Pepper,2,1,[2|1],11,1,[11|1]
15,line,COOL,UP,Art Pepper,1,2,[1|2],1,1,[1|01]
16,line,COOL,UP,Art Pepper,2,4,[2|4],1,1111,[01|1111]
17,line,COOL,UP,Art Pepper,4,1,[4|1],1111,1,[1111|1]
18,line,COOL,UP,Art Pepper,1,0,[1|0],1,0,[1|0]
1,lick,COOL,UP,Art Pepper,4,2,[4|2],1111,1,[1111|01]
2,lick,COOL,UP,Art Pepper,2,4,[2|4],1,1011,[01|1011]
3,lick,COOL,UP,Art Pepper,4,2,[4|2],1011,11,[1011|11]
4,lick,COOL,UP,Art Pepper,2,4,[2|4],11,111,[11|0111]
5,lick,COOL,UP,Art Pepper,4,1,[4|1],111,1,[0111|1]
6,lick,COOL,UP,Art Pepper,1,3,[1|3],1,11,[1|011]
7,lick,COOL,UP,Art Pepper,3,2,[3|2],11,11,[011|11]
8,lick,COOL,UP,Art Pepper,2,0,[2|0],11,0,[11|0]
1,lick,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
2,lick,COOL,UP,Art Pepper,2,0,[2|0],11,0,[11|0]
1,line,COOL,UP,Art Pepper,6,1,[6|1],1,1,[000001|1]
2,line,COOL,UP,Art Pepper,1,4,[1|4],1,1,[1|0001]
3,line,COOL,UP,Art Pepper,4,2,[4|2],1,11,[0001|11]
4,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
5,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
6,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
7,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
8,line,COOL,UP,Art Pepper,2,4,[2|4],11,1111,[11|1111]
9,line,COOL,UP,Art Pepper,4,2,[4|2],1111,11,[1111|11]
10,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
11,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
12,line,COOL,UP,Art Pepper,2,4,[2|4],11,1001,[11|1001]
13,line,COOL,UP,Art Pepper,4,2,[4|2],1001,11,[1001|11]
14,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
15,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
16,line,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
17,line,COOL,UP,Art Pepper,2,4,[2|4],11,1001,[11|1001]
18,line,COOL,UP,Art Pepper,4,1,[4|1],1001,1,[1001|1]
19,line,COOL,UP,Art Pepper,1,0,[1|0],1,0,[1|0]
1,lick,COOL,UP,Art Pepper,6,4,[6|4],1101,111,[001101|0111]
2,lick,COOL,UP,Art Pepper,4,4,[4|4],111,111,[0111|0111]
3,lick,COOL,UP,Art Pepper,4,1,[4|1],111,1,[0111|1]
4,lick,COOL,UP,Art Pepper,1,3,[1|3],1,111,[1|111]
5,lick,COOL,UP,Art Pepper,3,0,[3|0],111,0,[111|0]
1,lick,COOL,UP,Art Pepper,3,1,[3|1],11,1,[011|1]
2,lick,COOL,UP,Art Pepper,1,2,[1|2],1,11,[1|11]
3,lick,COOL,UP,Art Pepper,2,4,[2|4],11,11,[11|0011]
4,lick,COOL,UP,Art Pepper,4,5,[4|5],11,1111,[0011|01111]
5,lick,COOL,UP,Art Pepper,5,1,[5|1],1111,1,[01111|1]
6,lick,COOL,UP,Art Pepper,1,0,[1|0],1,0,[1|0]
1,line,COOL,UP,Art Pepper,3,4,[3|4],111,1111,[111|1111]
2,line,COOL,UP,Art Pepper,4,6,[4|6],1111,11011,[1111|011011]
3,line,COOL,UP,Art Pepper,6,4,[6|4],11011,111,[011011|0111]
4,line,COOL,UP,Art Pepper,4,6,[4|6],111,110111,[0111|110111]
5,line,COOL,UP,Art Pepper,6,0,[6|0],110111,0,[110111|0]
1,lick,COOL,UP,Art Pepper,4,3,[4|3],111,110,[0111|110]
2,lick,COOL,UP,Art Pepper,3,3,[3|3],110,11,[110|011]
3,lick,COOL,UP,Art Pepper,3,4,[3|4],11,1111,[011|1111]
4,lick,COOL,UP,Art Pepper,4,3,[4|3],1111,110,[1111|110]
5,lick,COOL,UP,Art Pepper,3,0,[3|0],110,0,[110|0]
1,lick,COOL,UP,Art Pepper,2,2,[2|2],1,11,[01|11]
2,lick,COOL,UP,Art Pepper,2,4,[2|4],11,1,[11|0001]
3,lick,COOL,UP,Art Pepper,4,1,[4|1],1,1,[0001|1]
4,lick,COOL,UP,Art Pepper,1,4,[1|4],1,111,[1|0111]
5,lick,COOL,UP,Art Pepper,4,4,[4|4],111,1110,[0111|1110]
6,lick,COOL,UP,Art Pepper,4,6,[4|6],1110,111101,[1110|111101]
7,lick,COOL,UP,Art Pepper,6,1,[6|1],111101,1,[111101|1]
8,lick,COOL,UP,Art Pepper,1,0,[1|0],1,0,[1|0]
1,line,COOL,UP,Art Pepper,5,4,[5|4],1011,111,[01011|0111]
2,line,COOL,UP,Art Pepper,4,6,[4|6],111,111011,[0111|111011]
3,line,COOL,UP,Art Pepper,6,6,[6|6],111011,111100,[111011|111100]
4,line,COOL,UP,Art Pepper,6,0,[6|0],111100,0,[111100|0]
1,line,COOL,UP,Art Pepper,6,4,[6|4],11,1011,[000011|1011]
2,line,COOL,UP,Art Pepper,4,2,[4|2],1011,1,[1011|01]
3,line,COOL,UP,Art Pepper,2,3,[2|3],1,111,[01|111]
4,line,COOL,UP,Art Pepper,3,4,[3|4],111,1111,[111|1111]
5,line,COOL,UP,Art Pepper,4,3,[4|3],1111,110,[1111|110]
6,line,COOL,UP,Art Pepper,3,0,[3|0],110,0,[110|0]
1,line,COOL,UP,Art Pepper,4,5,[4|5],1,10111,[0001|10111]
2,line,COOL,UP,Art Pepper,5,3,[5|3],10111,111,[10111|111]
3,line,COOL,UP,Art Pepper,3,8,[3|8],111,1010111,[111|01010111]
4,line,COOL,UP,Art Pepper,8,6,[8|6],1010111,101011,[01010111|101011]
5,line,COOL,UP,Art Pepper,6,4,[6|4],101011,1111,[101011|1111]
6,line,COOL,UP,Art Pepper,4,4,[4|4],1111,1111,[1111|1111]
7,line,COOL,UP,Art Pepper,4,0,[4|0],1111,0,[1111|0]
1,lick,COOL,UP,Art Pepper,4,1,[4|1],1,1,[0001|1]
2,lick,COOL,UP,Art Pepper,1,4,[1|4],1,1,[1|0001]
3,lick,COOL,UP,Art Pepper,4,2,[4|2],1,1,[0001|01]
4,lick,COOL,UP,Art Pepper,2,2,[2|2],1,1,[01|01]
5,lick,COOL,UP,Art Pepper,2,2,[2|2],1,1,[01|01]
6,lick,COOL,UP,Art Pepper,2,1,[2|1],1,1,[01|1]
7,lick,COOL,UP,Art Pepper,1,1,[1|1],1,1,[1|1]
8,lick,COOL,UP,Art Pepper,1,2,[1|2],1,11,[1|11]
9,lick,COOL,UP,Art Pepper,2,2,[2|2],11,11,[11|11]
10,lick,COOL,UP,Art Pepper,2,4,[2|4],11,1011,[11|1011]
11,lick,COOL,UP,Art Pepper,4,1,[4|1],1011,1,[1011|1]
12,lick,COOL,UP,Art Pepper,1,6,[1|6],1,100001,[1|100001]
13,lick,COOL,UP,Art Pepper,6,0,[6|0],100001,0,[100001|0]
1,lick,COOL,UP,Art Pepper,4,2,[4|2],11,1,[0011|01]
2,lick,COOL,UP,Art Pepper,2,2,[2|2],1,1,[01|01]
3,lick,COOL,UP,Art Pepper,2,4,[2|4],1,1001,[01|1001]
4,lick,COOL,UP,Art Pepper,4,4,[4|4],1001,1001,[1001|1001]
5,lick,COOL,UP,Art Pepper,4,0,[4|0],1001,0,[1001|0]
1,line,COOL,MEDIUM UP,Art Pepper,5,2,[5|2],11,11,[00011|11]
2,line,COOL,MEDIUM UP,Art Pepper,2,4,[2|4],11,111,[11|0111]
3,line,COOL,MEDIUM UP,Art Pepper,4,6,[4|6],111,11011,[0111|011011]
4,line,COOL,MEDIUM UP,Art Pepper,6,1,[6|1],11011,1,[011011|1]
5,line,COOL,MEDIUM UP,Art Pepper,1,0,[1|0],1,0,[1|0]
1,lick,COOL,MEDIUM UP,Art Pepper,4,3,[4|3],1011,110,[1011|110]
2,lick,COOL,MEDIUM UP,Art Pepper,3,0,[3|0],110,0,[110|0]
1,lick,COOL,MEDIUM UP,Art Pepper,8,3,[8|3],11,11,[00000011|011]
2,lick,COOL,MEDIUM UP,Art Pepper,3,3,[3|3],11,111,[011|111]
3,lick,COOL,MEDIUM UP,Art Pepper,3,3,[3|3],111,110,[111|110]
4,lick,COOL,MEDIUM UP,Art Pepper,3,0,[3|0],110,0,[110|0]
1,line,COOL,MEDIUM UP,Art Pepper,4,4,[4|4],11,1110,[0011|1110]
2,line,COOL,MEDIUM UP,Art Pepper,4,0,[4|0],1110,0,[1110|0]
1,lick,COOL,MEDIUM UP,Art Pepper,6,4,[6|4],1,111,[000001|0111]
2,lick,COOL,MEDIUM UP,Art Pepper,4,4,[4|4],111,1101,[0111|1101]
3,lick,COOL,MEDIUM UP,Art Pepper,4,2,[4|2],1101,11,[1101|11]
4,lick,COOL,MEDIUM UP,Art Pepper,2,0,[2|0],11,0,[11|0]
1,lick,COOL,MEDIUM UP,Art Pepper,3,0,[3|0],110,0,[110|0]
1,line,COOL,MEDIUM UP,Art Pepper,4,4,[4|4],1111,1111,[1111|1111]
2,line,COOL,MEDIUM UP,Art Pepper,4,3,[4|3],1111,111,[1111|111]
3,line,COOL,MEDIUM UP,Art Pepper,3,0,[3|0],111,0,[111|0]
1,lick,COOL,MEDIUM UP,Art Pepper,2,1,[2|1],11,1,[11|1]
2,lick,COOL,MEDIUM UP,Art Pepper,1,4,[1|4],1,11,[1|0011]
3,lick,COOL,MEDIUM UP,Art Pepper,4,4,[4|4],11,1011,[0011|1011]
4,lick,COOL,MEDIUM UP,Art Pepper,4,4,[4|4],1011,1101,[1011|1101]
5,lick,COOL,MEDIUM UP,Art Pepper,4,4,[4|4],1101,1001,[1101|1001]
6,lick,COOL,MEDIUM UP,Art Pepper,4,2,[4|2],1001,11,[1001|11]
7,lick,COOL,MEDIUM UP,Art Pepper,2,0,[2|0],11,0,[11|0]
1,lick,COOL,MEDIUM UP,Art Pepper,1,4,[1|4],1,1111,[1|1111]
2,lick,COOL,MEDIUM UP,Art Pepper,4,4,[4|4],1111,1111,[1111|1111]
3,lick,COOL,MEDIUM UP,Art Pepper,4,1,[4|1],1111,1,[1111|1]
4,lick,COOL,MEDIUM UP,Art Pepper,1,6,[1|6],1,110111,[1|110111]
5,lick,COOL,MEDIUM UP,Art Pepper,6,2,[6|2],110111,11,[110111|11]
6,lick,COOL,MEDIUM UP,Art Pepper,2,0,[2|0],11,0,[11|0]
1,lick,COOL,MEDIUM UP,Art Pepper,6,2,[6|2],101,1,[000101|01]
2,lick,COOL,MEDIUM UP,Art Pepper,2,0,[2|0],1,0,[01|0]
1,lick,COOL,MEDIUM UP,Art Pepper,4,2,[4|2],1111,11,[1111|11]
2,lick,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
3,lick,COOL,MEDIUM UP,Art Pepper,2,0,[2|0],11,0,[11|0]
1,line,COOL,MEDIUM UP,Art Pepper,2,4,[2|4],11,1101,[11|1101]
2,line,COOL,MEDIUM UP,Art Pepper,4,6,[4|6],1101,10011,[1101|010011]
3,line,COOL,MEDIUM UP,Art Pepper,6,4,[6|4],10011,1011,[010011|1011]
4,line,COOL,MEDIUM UP,Art Pepper,4,2,[4|2],1011,11,[1011|11]
5,line,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
6,line,COOL,MEDIUM UP,Art Pepper,2,1,[2|1],11,1,[11|1]
7,line,COOL,MEDIUM UP,Art Pepper,1,2,[1|2],1,1,[1|01]
8,line,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],1,11,[01|11]
9,line,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],11,1,[11|01]
10,line,COOL,MEDIUM UP,Art Pepper,2,1,[2|1],1,1,[01|1]
11,line,COOL,MEDIUM UP,Art Pepper,1,0,[1|0],1,0,[1|0]
1,line,COOL,MEDIUM UP,Art Pepper,4,4,[4|4],11,1111,[0011|1111]
2,line,COOL,MEDIUM UP,Art Pepper,4,1,[4|1],1111,1,[1111|1]
3,line,COOL,MEDIUM UP,Art Pepper,1,2,[1|2],1,11,[1|11]
4,line,COOL,MEDIUM UP,Art Pepper,2,4,[2|4],11,111,[11|0111]
5,line,COOL,MEDIUM UP,Art Pepper,4,2,[4|2],111,11,[0111|11]
6,line,COOL,MEDIUM UP,Art Pepper,2,0,[2|0],11,0,[11|0]
1,line,COOL,MEDIUM UP,Art Pepper,6,4,[6|4],101011,1111,[101011|1111]
2,line,COOL,MEDIUM UP,Art Pepper,4,1,[4|1],1111,1,[1111|1]
3,line,COOL,MEDIUM UP,Art Pepper,1,6,[1|6],1,11111,[1|011111]
4,line,COOL,MEDIUM UP,Art Pepper,6,4,[6|4],11111,1111,[011111|1111]
5,line,COOL,MEDIUM UP,Art Pepper,4,0,[4|0],1111,0,[1111|0]
1,line,COOL,MEDIUM UP,Art Pepper,4,6,[4|6],11,110111,[0011|110111]
2,line,COOL,MEDIUM UP,Art Pepper,6,4,[6|4],110111,111,[110111|0111]
3,line,COOL,MEDIUM UP,Art Pepper,4,0,[4|0],111,0,[0111|0]
1,lick,COOL,MEDIUM UP,Art Pepper,6,1,[6|1],10011,1,[010011|1]
2,lick,COOL,MEDIUM UP,Art Pepper,1,6,[1|6],1,100011,[1|100011]
3,lick,COOL,MEDIUM UP,Art Pepper,6,3,[6|3],100011,111,[100011|111]
4,lick,COOL,MEDIUM UP,Art Pepper,3,0,[3|0],111,0,[111|0]
1,line,COOL,MEDIUM UP,Art Pepper,4,5,[4|5],1111,10111,[1111|10111]
2,line,COOL,MEDIUM UP,Art Pepper,5,4,[5|4],10111,1111,[10111|1111]
3,line,COOL,MEDIUM UP,Art Pepper,4,1,[4|1],1111,1,[1111|1]
4,line,COOL,MEDIUM UP,Art Pepper,1,0,[1|0],1,0,[1|0]
1,lick,COOL,MEDIUM UP,Art Pepper,2,6,[2|6],1,100011,[01|100011]
2,lick,COOL,MEDIUM UP,Art Pepper,6,1,[6|1],100011,1,[100011|1]
3,lick,COOL,MEDIUM UP,Art Pepper,1,0,[1|0],1,0,[1|0]
1,lick,COOL,MEDIUM UP,Art Pepper,3,4,[3|4],11,1111,[011|1111]
2,lick,COOL,MEDIUM UP,Art Pepper,4,4,[4|4],1111,1101,[1111|1101]
3,lick,COOL,MEDIUM UP,Art Pepper,4,2,[4|2],1101,11,[1101|11]
4,lick,COOL,MEDIUM UP,Art Pepper,2,0,[2|0],11,0,[11|0]
1,lick,COOL,MEDIUM UP,Art Pepper,4,4,[4|4],11,1110,[0011|1110]
2,lick,COOL,MEDIUM UP,Art Pepper,4,0,[4|0],1110,0,[1110|0]
1,lick,COOL,MEDIUM UP,Art Pepper,2,6,[2|6],11,100011,[11|100011]
2,lick,COOL,MEDIUM UP,Art Pepper,6,2,[6|2],100011,11,[100011|11]
3,lick,COOL,MEDIUM UP,Art Pepper,2,0,[2|0],11,0,[11|0]
1,lick,COOL,MEDIUM UP,Art Pepper,4,4,[4|4],11,1011,[0011|1011]
2,lick,COOL,MEDIUM UP,Art Pepper,4,4,[4|4],1011,1110,[1011|1110]
3,lick,COOL,MEDIUM UP,Art Pepper,4,0,[4|0],1110,0,[1110|0]
1,line,COOL,MEDIUM UP,Art Pepper,4,4,[4|4],11,1111,[0011|1111]
2,line,COOL,MEDIUM UP,Art Pepper,4,4,[4|4],1111,1110,[1111|1110]
3,line,COOL,MEDIUM UP,Art Pepper,4,0,[4|0],1110,0,[1110|0]
1,line,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],1,1,[01|01]
2,line,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],1,11,[01|11]
3,line,COOL,MEDIUM UP,Art Pepper,2,5,[2|5],11,10011,[11|10011]
4,line,COOL,MEDIUM UP,Art Pepper,5,2,[5|2],10011,1,[10011|01]
5,line,COOL,MEDIUM UP,Art Pepper,2,4,[2|4],1,1001,[01|1001]
6,line,COOL,MEDIUM UP,Art Pepper,4,2,[4|2],1001,11,[1001|11]
7,line,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
8,line,COOL,MEDIUM UP,Art Pepper,2,1,[2|1],11,1,[11|1]
9,line,COOL,MEDIUM UP,Art Pepper,1,4,[1|4],1,1,[1|0001]
10,line,COOL,MEDIUM UP,Art Pepper,4,2,[4|2],1,11,[0001|11]
11,line,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
12,line,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
13,line,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
14,line,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
15,line,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
16,line,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
17,line,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
18,line,COOL,MEDIUM UP,Art Pepper,2,4,[2|4],11,1001,[11|1001]
19,line,COOL,MEDIUM UP,Art Pepper,4,4,[4|4],1001,1,[1001|0001]
20,line,COOL,MEDIUM UP,Art Pepper,4,0,[4|0],1,0,[0001|0]
1,lick,COOL,MEDIUM UP,Art Pepper,2,4,[2|4],11,1001,[11|1001]
2,lick,COOL,MEDIUM UP,Art Pepper,4,2,[4|2],1001,11,[1001|11]
3,lick,COOL,MEDIUM UP,Art Pepper,2,0,[2|0],11,0,[11|0]
1,lick,COOL,MEDIUM UP,Art Pepper,4,1,[4|1],111,1,[0111|1]
2,lick,COOL,MEDIUM UP,Art Pepper,1,2,[1|2],1,11,[1|11]
3,lick,COOL,MEDIUM UP,Art Pepper,2,1,[2|1],11,1,[11|1]
4,lick,COOL,MEDIUM UP,Art Pepper,1,2,[1|2],1,11,[1|11]
5,lick,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
6,lick,COOL,MEDIUM UP,Art Pepper,2,3,[2|3],11,11,[11|011]
7,lick,COOL,MEDIUM UP,Art Pepper,3,2,[3|2],11,11,[011|11]
8,lick,COOL,MEDIUM UP,Art Pepper,2,3,[2|3],11,11,[11|011]
9,lick,COOL,MEDIUM UP,Art Pepper,3,2,[3|2],11,11,[011|11]
10,lick,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
11,lick,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
12,lick,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
13,lick,COOL,MEDIUM UP,Art Pepper,2,0,[2|0],11,0,[11|0]
1,lick,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
2,lick,COOL,MEDIUM UP,Art Pepper,2,1,[2|1],11,1,[11|1]
3,lick,COOL,MEDIUM UP,Art Pepper,1,0,[1|0],1,0,[1|0]
1,lick,COOL,MEDIUM UP,Art Pepper,3,2,[3|2],11,11,[011|11]
2,lick,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
3,lick,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
4,lick,COOL,MEDIUM UP,Art Pepper,2,4,[2|4],11,1,[11|0001]
5,lick,COOL,MEDIUM UP,Art Pepper,4,1,[4|1],1,1,[0001|1]
6,lick,COOL,MEDIUM UP,Art Pepper,1,2,[1|2],1,11,[1|11]
7,lick,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
8,lick,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
9,lick,COOL,MEDIUM UP,Art Pepper,2,4,[2|4],11,1,[11|0001]
10,lick,COOL,MEDIUM UP,Art Pepper,4,0,[4|0],1,0,[0001|0]
1,lick,COOL,MEDIUM UP,Art Pepper,4,2,[4|2],1001,1,[1001|01]
2,lick,COOL,MEDIUM UP,Art Pepper,2,2,[2|2],1,11,[01|11]
