position,mlu,style,tempo,performer,division,division_follower,division_bigram,pattern,follower,bigram
9,line,-,MEDIUM,Eric Dolphy,5,6,[5|6],11011,101111,[11011|101111]
10,line,-,MEDIUM,Eric Dolphy,6,0,[6|0],101111,0,[101111|0]
1,lick,-,MEDIUM,John Coltrane,6,4,[6|4],010111,1111,[010111|1111]
2,lick,-,MEDIUM,John Coltrane,4,6,[4|6],1111,111101,[1111|111101]
3,lick,-,MEDIUM,John Coltrane,6,4,[6|4],111101,1100,[111101|1100]
4,lick,-,MEDIUM,John Coltrane,4,4,[4|4],1100,1100,[1100|1100]
5,lick,-,MEDIUM,John Coltrane,4,0,[4|0],1100,0,[1100|0]
1,line,-,UP,Sonny Rollins,2,2,[2|2],11,11,[11|11]
2,line,-,UP,Sonny Rollins,2,1,[2|1],11,1,[11|1]
3,line,-,UP,Sonny Rollins,1,1,[1|1],1,1,[1|1]
4,line,-,UP,Sonny Rollins,1,1,[1|1],1,1,[1|1]
5,line,-,UP,Sonny Rollins,1,2,[1|2],1,01,[1|01]
6,line,-,UP,Sonny Rollins,2,2,[2|2],01,11,[01|11]
7,line,-,UP,Sonny Rollins,2,1,[2|1],11,1,[11|1]
8,line,-,UP,Sonny Rollins,1,1,[1|1],1,1,[1|1]
9,line,-,UP,Sonny Rollins,1,4,[1|4],1,0001,[1|0001]
10,line,-,UP,Sonny Rollins,4,0,[4|0],0001,0,[0001|0]
1,lick,-,MEDIUM UP,Freddie Hubbard,4,2,[4|2],0001,11,[0001|11]
2,lick,-,MEDIUM UP,Freddie Hubbard,2,4,[2|4],11,1110,[11|1110]
3,lick,-,MEDIUM UP,Freddie Hubbard,4,2,[4|2],1110,11,[1110|11]
4,lick,-,MEDIUM UP,Freddie Hubbard,2,2,[2|2],11,11,[11|11]
5,lick,-,MEDIUM UP,Freddie Hubbard,2,2,[2|2],11,01,[11|01]
6,lick,-,MEDIUM UP,Freddie Hubbard,2,2,[2|2],01,11,[01|11]
7,lick,-,MEDIUM UP,Freddie Hubbard,2,0,[2|0],11,0,[11|0]
1,line,-,UP,John Coltrane,4,2,[4|2],1011,11,[1011|11]
2,line,-,UP,John Coltrane,2,3,[2|3],11,011,[11|011]
3,line,-,UP,John Coltrane,3,2,[3|2],011,01,[011|01]
4,line,-,UP,John Coltrane,2,2,[2|2],01,11,[01|11]
5,line,-,UP,John Coltrane,2,2,[2|2],11,11,[11|11]
6,line,-,UP,John Coltrane,2,2,[2|2],11,11,[11|11]
7,line,-,UP,John Coltrane,2,6,[2|6],11,111011,[11|111011]
8,line,-,UP,John Coltrane,6,2,[6|2],111011,01,[111011|01]
9,line,-,UP,John Coltrane,2,2,[2|2],01,11,[01|11]
10,line,-,UP,John Coltrane,2,4,[2|4],11,0001,[11|0001]
11,line,-,UP,John Coltrane,4,3,[4|3],0001,011,[0001|011]
12,line,-,UP,John Coltrane,3,4,[3|4],011,0011,[011|0011]
13,line,-,UP,John Coltrane,4,1,[4|1],0011,1,[0011|1]
14,line,-,UP,John Coltrane,1,2,[1|2],1,11,[1|11]
15,line,-,UP,John Coltrane,2,0,[2|0],11,0,[11|0]
1,lick,-,MEDIUM UP,Art Pepper,1,1,[1|1],1,1,[1|1]
2,lick,-,MEDIUM UP,Art Pepper,1,6,[1|6],1,010011,[1|010011]
3,lick,-,MEDIUM UP,Art Pepper,6,2,[6|2],010011,01,[010011|01]
4,lick,-,MEDIUM UP,Art Pepper,2,0,[2|0],01,0,[01|0]
1,line,-,UP,Joe Henderson,2,3,[2|3],11,011,[11|011]
2,line,-,UP,Joe Henderson,3,2,[3|2],011,11,[011|11]
3,line,-,UP,Joe Henderson,2,2,[2|2],11,01,[11|01]
4,line,-,UP,Joe Henderson,2,2,[2|2],01,11,[01|11]
5,line,-,UP,Joe Henderson,2,1,[2|1],11,1,[11|1]
6,line,-,UP,Joe Henderson,1,3,[1|3],1,011,[1|011]
7,line,-,UP,Joe Henderson,3,2,[3|2],011,11,[011|11]
8,line,-,UP,Joe Henderson,2,2,[2|2],11,11,[11|11]
9,line,-,UP,Joe Henderson,2,2,[2|2],11,11,[11|11]
10,line,-,UP,Joe Henderson,2,2,[2|2],11,11,[11|11]
11,line,-,UP,Joe Henderson,2,2,[2|2],11,01,[11|01]
12,line,-,UP,Joe Henderson,2,1,[2|1],01,1,[01|1]
13,line,-,UP,Joe Henderson,1,1,[1|1],1,1,[1|1]
14,line,-,UP,Joe Henderson,1,2,[1|2],1,11,[1|11]
15,line,-,UP,Joe Henderson,2,2,[2|2],11,11,[11|11]
16,line,-,UP,Joe Henderson,2,1,[2|1],11,1,[11|1]
17,line,-,UP,Joe Henderson,1,1,[1|1],1,1,[1|1]
18,line,-,UP,Joe Henderson,1,1,[1|1],1,1,[1|1]
19,line,-,UP,Joe Henderson,1,4,[1|4],1,1011,[1|1011]
20,line,-,UP,Joe Henderson,4,2,[4|2],1011,01,[1011|01]
21,line,-,UP,Joe Henderson,2,2,[2|2],01,01,[01|01]
22,line,-,UP,Joe Henderson,2,4,[2|4],01,0001,[01|0001]
23,line,-,UP,Joe Henderson,4,2,[4|2],0001,11,[0001|11]
24,line,-,UP,Joe Henderson,2,3,[2|3],11,011,[11|011]
25,line,-,UP,Joe Henderson,3,3,[3|3],011,011,[011|011]
26,line,-,UP,Joe Henderson,3,3,[3|3],011,011,[011|011]
27,line,-,UP,Joe Henderson,3,2,[3|2],011,11,[011|11]
28,line,-,UP,Joe Henderson,2,2,[2|2],11,11,[11|11]
29,line,-,UP,Joe Henderson,2,2,[2|2],11,11,[11|11]
30,line,-,UP,Joe Henderson,2,4,[2|4],11,1001,[11|1001]
31,line,-,UP,Joe Henderson,4,0,[4|0],1001,0,[1001|0]
1,line,-,MEDIUM,Don Ellis,6,2,[6|2],110001,11,[110001|11]
2,line,-,MEDIUM,Don Ellis,2,2,[2|2],11,11,[11|11]
3,line,-,MEDIUM,Don Ellis,2,4,[2|4],11,0111,[11|0111]
4,line,-,MEDIUM,Don Ellis,4,2,[4|2],0111,01,[0111|01]
5,line,-,MEDIUM,Don Ellis,2,2,[2|2],01,01,[01|01]
6,line,-,MEDIUM,Don Ellis,2,1,[2|1],01,1,[01|1]
7,line,-,MEDIUM,Don Ellis,1,2,[1|2],1,11,[1|11]
8,line,-,MEDIUM,Don Ellis,2,5,[2|5],11,01111,[11|01111]
9,line,-,MEDIUM,Don Ellis,5,6,[5|6],01111,010001,[01111|010001]
10,line,-,MEDIUM,Don Ellis,6,4,[6|4],010001,0001,[010001|0001]
11,line,-,MEDIUM,Don Ellis,4,4,[4|4],0001,1101,[0001|1101]
12,line,-,MEDIUM,Don Ellis,4,4,[4|4],1101,1101,[1101|1101]
13,line,-,MEDIUM,Don Ellis,4,1,[4|1],1101,1,[1101|1]
14,line,-,MEDIUM,Don Ellis,1,2,[1|2],1,01,[1|01]
15,line,-,MEDIUM,Don Ellis,2,5,[2|5],01,01001,[01|01001]
16,line,-,MEDIUM,Don Ellis,5,2,[5|2],01001,11,[01001|11]
17,line,-,MEDIUM,Don Ellis,2,4,[2|4],11,1001,[11|1001]
18,line,-,MEDIUM,Don Ellis,4,2,[4|2],1001,11,[1001|11]
19,line,-,MEDIUM,Don Ellis,2,2,[2|2],11,11,[11|11]
20,line,-,MEDIUM,Don Ellis,2,0,[2|0],11,0,[11|0]
1,lick,-,UP,Kenny Dorham,4,4,[4|4],1110,1001,[1110|1001]
2,lick,-,UP,Kenny Dorham,4,2,[4|2],1001,01,[1001|01]
3,lick,-,UP,Kenny Dorham,2,0,[2|0],01,0,[01|0]
1,line,-,MEDIUM UP,John Coltrane,6,4,[6|4],001011,1111,[001011|1111]
2,line,-,MEDIUM UP,John Coltrane,4,2,[4|2],1111,11,[1111|11]
3,line,-,MEDIUM UP,John Coltrane,2,6,[2|6],11,101011,[11|101011]
4,line,-,MEDIUM UP,John Coltrane,6,3,[6|3],101011,111,[101011|111]
5,line,-,MEDIUM UP,John Coltrane,3,4,[3|4],111,0001,[111|0001]
6,line,-,MEDIUM UP,John Coltrane,4,1,[4|1],0001,1,[0001|1]
7,line,-,MEDIUM UP,John Coltrane,1,5,[1|5],1,01111,[1|01111]
8,line,-,MEDIUM UP,John Coltrane,5,0,[5|0],01111,0,[01111|0]
1,lick,-,UP,Dizzy Gillespie,4,4,[4|4],1111,0001,[1111|0001]
2,lick,-,UP,Dizzy Gillespie,4,2,[4|2],0001,11,[0001|11]
3,lick,-,UP,Dizzy Gillespie,2,4,[2|4],11,1011,[11|1011]
4,lick,-,UP,Dizzy Gillespie,4,4,[4|4],1011,0001,[1011|0001]
5,lick,-,UP,Dizzy Gillespie,4,4,[4|4],0001,1111,[0001|1111]
6,lick,-,UP,Dizzy Gillespie,4,3,[4|3],1111,111,[1111|111]
7,lick,-,UP,Dizzy Gillespie,3,3,[3|3],111,111,[111|111]
8,lick,-,UP,Dizzy Gillespie,3,4,[3|4],111,0001,[111|0001]
9,lick,-,UP,Dizzy Gillespie,4,4,[4|4],0001,1111,[0001|1111]
10,lick,-,UP,Dizzy Gillespie,4,4,[4|4],1111,1111,[1111|1111]
11,lick,-,UP,Dizzy Gillespie,4,4,[4|4],1111,1101,[1111|1101]
12,lick,-,UP,Dizzy Gillespie,4,6,[4|6],1101,011110,[1101|011110]
13,lick,-,UP,Dizzy Gillespie,6,2,[6|2],011110,11,[011110|11]
14,lick,-,UP,Dizzy Gillespie,2,1,[2|1],11,1,[11|1]
15,lick,-,UP,Dizzy Gillespie,1,1,[1|1],1,1,[1|1]
16,lick,-,UP,Dizzy Gillespie,1,2,[1|2],1,11,[1|11]
17,lick,-,UP,Dizzy Gillespie,2,4,[2|4],11,0001,[11|0001]
18,lick,-,UP,Dizzy Gillespie,4,1,[4|1],0001,1,[0001|1]
19,lick,-,UP,Dizzy Gillespie,1,0,[1|0],1,0,[1|0]
1,lick,-,UP,John Coltrane,4,3,[4|3],0001,011,[0001|011]
2,lick,-,UP,John Coltrane,3,4,[3|4],011,0111,[011|0111]
3,lick,-,UP,John Coltrane,4,1,[4|1],0111,1,[0111|1]
4,lick,-,UP,John Coltrane,1,0,[1|0],1,0,[1|0]
1,line,-,MEDIUM UP,David Liebman,4,3,[4|3],1111,011,[1111|011]
2,line,-,MEDIUM UP,David Liebman,3,4,[3|4],011,1111,[011|1111]
3,line,-,MEDIUM UP,David Liebman,4,6,[4|6],1111,111011,[1111|111011]
4,line,-,MEDIUM UP,David Liebman,6,3,[6|3],111011,111,[111011|111]
5,line,-,MEDIUM UP,David Liebman,3,3,[3|3],111,011,[111|011]
6,line,-,MEDIUM UP,David Liebman,3,4,[3|4],011,1111,[011|1111]
7,line,-,MEDIUM UP,David Liebman,4,4,[4|4],1111,1111,[1111|1111]
8,line,-,MEDIUM UP,David Liebman,4,1,[4|1],1111,1,[1111|1]
9,line,-,MEDIUM UP,David Liebman,1,5,[1|5],1,11111,[1|11111]
10,line,-,MEDIUM UP,David Liebman,5,3,[5|3],11111,111,[11111|111]
11,line,-,MEDIUM UP,David Liebman,3,3,[3|3],111,011,[111|011]
12,line,-,MEDIUM UP,David Liebman,3,4,[3|4],011,1111,[011|1111]
13,line,-,MEDIUM UP,David Liebman,4,4,[4|4],1111,1111,[1111|1111]
14,line,-,MEDIUM UP,David Liebman,4,4,[4|4],1111,1111,[1111|1111]
15,line,-,MEDIUM UP,David Liebman,4,8,[4|8],1111,10101111,[1111|10101111]
16,line,-,MEDIUM UP,David Liebman,8,1,[8|1],10101111,1,[10101111|1]
17,line,-,MEDIUM UP,David Liebman,1,1,[1|1],1,1,[1|1]
18,line,-,MEDIUM UP,David Liebman,1,0,[1|0],1,0,[1|0]
1,lick,-,UP,John Coltrane,1,2,[1|2],1,11,[1|11]
2,lick,-,UP,John Coltrane,2,2,[2|2],11,11,[11|11]
3,lick,-,UP,John Coltrane,2,0,[2|0],11,0,[11|0]
1,lick,-,MEDIUM SLOW,Steve Coleman,2,4,[2|4],01,1111,[01|1111]
2,lick,-,MEDIUM SLOW,Steve Coleman,4,4,[4|4],1111,1111,[1111|1111]
3,lick,-,MEDIUM SLOW,Steve Coleman,4,3,[4|3],1111,011,[1111|011]
4,lick,-,MEDIUM SLOW,Steve Coleman,3,0,[3|0],011,0,[011|0]
1,lick,-,UP,Joe Lovano,4,2,[4|2],1001,11,[1001|11]
2,lick,-,UP,Joe Lovano,2,1,[2|1],11,1,[11|1]
3,lick,-,UP,Joe Lovano,1,4,[1|4],1,0011,[1|0011]
4,lick,-,UP,Joe Lovano,4,4,[4|4],0011,0001,[0011|0001]
5,lick,-,UP,Joe Lovano,4,0,[4|0],0001,0,[0001|0]
1,lick,-,MEDIUM,Miles Davis,2,2,[2|2],01,01,[01|01]
2,lick,-,MEDIUM,Miles Davis,2,7,[2|7],01,1000011,[01|1000011]
3,lick,-,MEDIUM,Miles Davis,7,2,[7|2],1000011,01,[1000011|01]
4,lick,-,MEDIUM,Miles Davis,2,0,[2|0],01,0,[01|0]
1,line,-,UP,Lee Konitz,1,2,[1|2],1,11,[1|11]
2,line,-,UP,Lee Konitz,2,4,[2|4],11,1001,[11|1001]
3,line,-,UP,Lee Konitz,4,2,[4|2],1001,11,[1001|11]
4,line,-,UP,Lee Konitz,2,2,[2|2],11,11,[11|11]
5,line,-,UP,Lee Konitz,2,2,[2|2],11,11,[11|11]
6,line,-,UP,Lee Konitz,2,2,[2|2],11,11,[11|11]
7,line,-,UP,Lee Konitz,2,2,[2|2],11,11,[11|11]
8,line,-,UP,Lee Konitz,2,2,[2|2],11,11,[11|11]
9,line,-,UP,Lee Konitz,2,2,[2|2],11,11,[11|11]
10,line,-,UP,Lee Konitz,2,4,[2|4],11,1101,[11|1101]
11,line,-,UP,Lee Konitz,4,6,[4|6],1101,010001,[1101|010001]
12,line,-,UP,Lee Konitz,6,4,[6|4],010001,0001,[010001|0001]
13,line,-,UP,Lee Konitz,4,2,[4|2],0001,11,[0001|11]
14,line,-,UP,Lee Konitz,2,2,[2|2],11,01,[11|01]
15,line,-,UP,Lee Konitz,2,2,[2|2],01,11,[01|11]
16,line,-,UP,Lee Konitz,2,2,[2|2],11,11,[11|11]
17,line,-,UP,Lee Konitz,2,4,[2|4],11,1001,[11|1001]
18,line,-,UP,Lee Konitz,4,2,[4|2],1001,11,[1001|11]
19,line,-,UP,Lee Konitz,2,2,[2|2],11,11,[11|11]
20,line,-,UP,Lee Konitz,2,2,[2|2],11,11,[11|11]
21,line,-,UP,Lee Konitz,2,0,[2|0],11,0,[11|0]
1,lick,-,MEDIUM SLOW,Pepper Adams,4,4,[4|4],1111,1111,[1111|1111]
2,lick,-,MEDIUM SLOW,Pepper Adams,4,4,[4|4],1111,1100,[1111|1100]
3,lick,-,MEDIUM SLOW,Pepper Adams,4,0,[4|0],1100,0,[1100|0]
1,line,-,MEDIUM,Dexter Gordon,4,4,[4|4],1100,1100,[1100|1100]
2,line,-,MEDIUM,Dexter Gordon,4,4,[4|4],1100,0011,[1100|0011]
3,line,-,MEDIUM,Dexter Gordon,4,4,[4|4],0011,1111,[0011|1111]
4,line,-,MEDIUM,Dexter Gordon,4,6,[4|6],1111,010111,[1111|010111]
5,line,-,MEDIUM,Dexter Gordon,6,4,[6|4],010111,1111,[010111|1111]
6,line,-,MEDIUM,Dexter Gordon,4,4,[4|4],1111,1111,[1111|1111]
7,line,-,MEDIUM,Dexter Gordon,4,2,[4|2],1111,11,[1111|11]
8,line,-,MEDIUM,Dexter Gordon,2,0,[2|0],11,0,[11|0]
1,lick,-,MEDIUM,Steve Coleman,4,4,[4|4],1111,1111,[1111|1111]
2,lick,-,MEDIUM,Steve Coleman,4,0,[4|0],1111,0,[1111|0]
1,lick,-,UP,John Coltrane,3,3,[3|3],011,111,[011|111]
2,lick,-,UP,John Coltrane,3,1,[3|1],111,1,[111|1]
3,lick,-,UP,John Coltrane,1,1,[1|1],1,1,[1|1]
4,lick,-,UP,John Coltrane,1,2,[1|2],1,11,[1|11]
5,lick,-,UP,John Coltrane,2,3,[2|3],11,111,[11|111]
6,lick,-,UP,John Coltrane,3,0,[3|0],111,0,[111|0]
1,lick,-,UP,J.J. Johnson,1,1,[1|1],1,1,[1|1]
2,lick,-,UP,J.J. Johnson,1,2,[1|2],1,01,[1|01]
3,lick,-,UP,J.J. Johnson,2,2,[2|2],01,11,[01|11]
4,lick,-,UP,J.J. Johnson,2,2,[2|2],11,01,[11|01]
5,lick,-,UP,J.J. Johnson,2,0,[2|0],01,0,[01|0]
1,lick,-,MEDIUM UP,Nat Adderley,2,1,[2|1],11,1,[11|1]
2,lick,-,MEDIUM UP,Nat Adderley,1,1,[1|1],1,1,[1|1]
3,lick,-,MEDIUM UP,Nat Adderley,1,1,[1|1],1,1,[1|1]
4,lick,-,MEDIUM UP,Nat Adderley,1,1,[1|1],1,1,[1|1]
5,lick,-,MEDIUM UP,Nat Adderley,1,4,[1|4],1,0111,[1|0111]
6,lick,-,MEDIUM UP,Nat Adderley,4,6,[4|6],0111,010001,[0111|010001]
7,lick,-,MEDIUM UP,Nat Adderley,6,0,[6|0],010001,0,[010001|0]
1,line,-,MEDIUM UP,Sonny Rollins,3,3,[3|3],011,011,[011|011]
2,line,-,MEDIUM UP,Sonny Rollins,3,2,[3|2],011,11,[011|11]
3,line,-,MEDIUM UP,Sonny Rollins,2,3,[2|3],11,111,[11|111]
4,line,-,MEDIUM UP,Sonny Rollins,3,1,[3|1],111,1,[111|1]
5,line,-,MEDIUM UP,Sonny Rollins,1,1,[1|1],1,1,[1|1]
6,line,-,MEDIUM UP,Sonny Rollins,1,2,[1|2],1,11,[1|11]
7,line,-,MEDIUM UP,Sonny Rollins,2,2,[2|2],11,11,[11|11]
8,line,-,MEDIUM UP,Sonny Rollins,2,6,[2|6],11,001001,[11|001001]
9,line,-,MEDIUM UP,Sonny Rollins,6,2,[6|2],001001,11,[001001|11]
10,line,-,MEDIUM UP,Sonny Rollins,2,2,[2|2],11,11,[11|11]
11,line,-,MEDIUM UP,Sonny Rollins,2,4,[2|4],11,1101,[11|1101]
12,line,-,MEDIUM UP,Sonny Rollins,4,0,[4|0],1101,0,[1101|0]
1,lick,-,UP,John Coltrane,2,2,[2|2],01,11,[01|11]
2,lick,-,UP,John Coltrane,2,4,[2|4],11,0001,[11|0001]
3,lick,-,UP,John Coltrane,4,0,[4|0],0001,0,[0001|0]
1,line,-,UP,Woody Shaw,2,2,[2|2],11,11,[11|11]
2,line,-,UP,Woody Shaw,2,2,[2|2],11,11,[11|11]
3,line,-,UP,Woody Shaw,2,2,[2|2],11,11,[11|11]
4,line,-,UP,Woody Shaw,2,2,[2|2],11,01,[11|01]
5,line,-,UP,Woody Shaw,2,2,[2|2],01,11,[01|11]
6,line,-,UP,Woody Shaw,2,0,[2|0],11,0,[11|0]
1,lick,-,UP,Michael Brecker,4,2,[4|2],0011,11,[0011|11]
2,lick,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
3,lick,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
4,lick,-,UP,Michael Brecker,2,6,[2|6],11,111000,[11|111000]
5,lick,-,UP,Michael Brecker,6,2,[6|2],111000,11,[111000|11]
6,lick,-,UP,Michael Brecker,2,2,[2|2],11,01,[11|01]
7,lick,-,UP,Michael Brecker,2,4,[2|4],01,0111,[01|0111]
8,lick,-,UP,Michael Brecker,4,2,[4|2],0111,11,[0111|11]
9,lick,-,UP,Michael Brecker,2,0,[2|0],11,0,[11|0]
1,lick,-,UP,J.J. Johnson,4,4,[4|4],1011,1001,[1011|1001]
2,lick,-,UP,J.J. Johnson,4,1,[4|1],1001,1,[1001|1]
3,lick,-,UP,J.J. Johnson,1,1,[1|1],1,1,[1|1]
4,lick,-,UP,J.J. Johnson,1,1,[1|1],1,1,[1|1]
5,lick,-,UP,J.J. Johnson,1,2,[1|2],1,11,[1|11]
6,lick,-,UP,J.J. Johnson,2,3,[2|3],11,011,[11|011]
7,lick,-,UP,J.J. Johnson,3,1,[3|1],011,1,[011|1]
8,lick,-,UP,J.J. Johnson,1,2,[1|2],1,11,[1|11]
9,lick,-,UP,J.J. Johnson,2,2,[2|2],11,01,[11|01]
10,lick,-,UP,J.J. Johnson,2,2,[2|2],01,11,[01|11]
11,lick,-,UP,J.J. Johnson,2,2,[2|2],11,11,[11|11]
12,lick,-,UP,J.J. Johnson,2,2,[2|2],11,11,[11|11]
13,lick,-,UP,J.J. Johnson,2,1,[2|1],11,1,[11|1]
14,lick,-,UP,J.J. Johnson,1,2,[1|2],1,11,[1|11]
15,lick,-,UP,J.J. Johnson,2,0,[2|0],11,0,[11|0]
1,lick,-,UP,Woody Shaw,2,1,[2|1],11,1,[11|1]
2,lick,-,UP,Woody Shaw,1,2,[1|2],1,01,[1|01]
3,lick,-,UP,Woody Shaw,2,1,[2|1],01,1,[01|1]
4,lick,-,UP,Woody Shaw,1,2,[1|2],1,01,[1|01]
5,lick,-,UP,Woody Shaw,2,3,[2|3],01,011,[01|011]
6,lick,-,UP,Woody Shaw,3,2,[3|2],011,01,[011|01]
7,lick,-,UP,Woody Shaw,2,4,[2|4],01,1001,[01|1001]
8,lick,-,UP,Woody Shaw,4,3,[4|3],1001,110,[1001|110]
9,lick,-,UP,Woody Shaw,3,3,[3|3],110,011,[110|011]
10,lick,-,UP,Woody Shaw,3,2,[3|2],011,01,[011|01]
11,lick,-,UP,Woody Shaw,2,0,[2|0],01,0,[01|0]
1,line,-,UP,Michael Brecker,4,6,[4|6],1101,111011,[1101|111011]
2,line,-,UP,Michael Brecker,6,4,[6|4],111011,1011,[111011|1011]
3,line,-,UP,Michael Brecker,4,2,[4|2],1011,11,[1011|11]
4,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
5,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
6,line,-,UP,Michael Brecker,2,2,[2|2],11,11,[11|11]
7,line,-,UP,Michael Brecker,2,3,[2|3],11,111,[11|111]
8,line,-,UP,Michael Brecker,3,5,[3|5],111,10111,[111|10111]
9,line,-,UP,Michael Brecker,5,1,[5|1],10111,1,[10111|1]
10,line,-,UP,Michael Brecker,1,2,[1|2],1,11,[1|11]
11,line,-,UP,Michael Brecker,2,2,[2|2],11,01,[11|01]
12,line,-,UP,Michael Brecker,2,2,[2|2],01,01,[01|01]
13,line,-,UP,Michael Brecker,2,2,[2|2],01,11,[01|11]
14,line,-,UP,Michael Brecker,2,0,[2|0],11,0,[11|0]
1,lick,-,MEDIUM,Miles Davis,2,1,[2|1],11,1,[11|1]
2,lick,-,MEDIUM,Miles Davis,1,2,[1|2],1,01,[1|01]
3,lick,-,MEDIUM,Miles Davis,2,0,[2|0],01,0,[01|0]
1,line,-,UP,Joe Lovano,2,2,[2|2],11,01,[11|01]
2,line,-,UP,Joe Lovano,2,2,[2|2],01,11,[01|11]
3,line,-,UP,Joe Lovano,2,2,[2|2],11,11,[11|11]
4,line,-,UP,Joe Lovano,2,2,[2|2],11,11,[11|11]
5,line,-,UP,Joe Lovano,2,1,[2|1],11,1,[11|1]
6,line,-,UP,Joe Lovano,1,4,[1|4],1,0001,[1|0001]
7,line,-,UP,Joe Lovano,4,0,[4|0],0001,0,[0001|0]
1,lick,-,UP,John Coltrane,3,1,[3|1],011,1,[011|1]
2,lick,-,UP,John Coltrane,1,4,[1|4],1,1001,[1|1001]
3,lick,-,UP,John Coltrane,4,0,[4|0],1001,0,[1001|0]
1,line,-,UP,Lee Konitz,2,2,[2|2],11,11,[11|11]
2,line,-,UP,Lee Konitz,2,2,[2|2],11,01,[11|01]
3,line,-,UP,Lee Konitz,2,2,[2|2],01,11,[01|11]
4,line,-,UP,Lee Konitz,2,2,[2|2],11,11,[11|11]
5,line,-,UP,Lee Konitz,2,2,[2|2],11,11,[11|11]
6,line,-,UP,Lee Konitz,2,3,[2|3],11,111,[11|111]
7,line,-,UP,Lee Konitz,3,2,[3|2],111,11,[111|11]
8,line,-,UP,Lee Konitz,2,2,[2|2],11,11,[11|11]
9,line,-,UP,Lee Konitz,2,4,[2|4],11,0001,[11|0001]
10,line,-,UP,Lee Konitz,4,2,[4|2],0001,11,[0001|11]
11,line,-,UP,Lee Konitz,2,4,[2|4],11,0001,[11|0001]
12,line,-,UP,Lee Konitz,4,4,[4|4],0001,1101,[0001|1101]
13,line,-,UP,Lee Konitz,4,2,[4|2],1101,11,[1101|11]
14,line,-,UP,Lee Konitz,2,2,[2|2],11,11,[11|11]
15,line,-,UP,Lee Konitz,2,2,[2|2],11,11,[11|11]
16,line,-,UP,Lee Konitz,2,2,[2|2],11,11,[11|11]
17,line,-,UP,Lee Konitz,2,2,[2|2],11,11,[11|11]
18,line,-,UP,Lee Konitz,2,3,[2|3],11,111,[11|111]
19,line,-,UP,Lee Konitz,3,3,[3|3],111,111,[111|111]
20,line,-,UP,Lee Konitz,3,2,[3|2],111,11,[111|11]
21,line,-,UP,Lee Konitz,2,2,[2|2],11,11,[11|11]
22,line,-,UP,Lee Konitz,2,2,[2|2],11,11,[11|11]
23,line,-,UP,Lee Konitz,2,0,[2|0],11,0,[11|0]
1,lick,-,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
2,lick,-,MEDIUM UP,Art Pepper,2,2,[2|2],11,11,[11|11]
3,lick,-,MEDIUM UP,Art Pepper,2,1,[2|1],11,1,[11|1]
4,lick,-,MEDIUM UP,Art Pepper,1,0,[1|0],1,0,[1|0]
1,line,-,UP,John Coltrane,2,3,[2|3],01,011,[01|011]
2,line,-,UP,John Coltrane,3,4,[3|4],011,1100,[011|1100]
3,line,-,UP,John Coltrane,4,2,[4|2],1100,01,[1100|01]
4,line,-,UP,John Coltrane,2,2,[2|2],01,11,[01|11]
5,line,-,UP,John Coltrane,2,2,[2|2],11,11,[11|11]
6,line,-,UP,John Coltrane,2,2,[2|2],11,11,[11|11]
7,line,-,UP,John Coltrane,2,1,[2|1],11,1,[11|1]
8,line,-,UP,John Coltrane,1,2,[1|2],1,11,[1|11]
9,line,-,UP,John Coltrane,2,4,[2|4],11,0001,[11|0001]
10,line,-,UP,John Coltrane,4,2,[4|2],0001,11,[0001|11]
11,line,-,UP,John Coltrane,2,2,[2|2],11,11,[11|11]
12,line,-,UP,John Coltrane,2,2,[2|2],11,11,[11|11]
13,line,-,UP,John Coltrane,2,2,[2|2],11,11,[11|11]
14,line,-,UP,John Coltrane,2,1,[2|1],11,1,[11|1]
15,line,-,UP,John Coltrane,1,2,[1|2],1,11,[1|11]
16,line,-,UP,John Coltrane,2,2,[2|2],11,11,[11|11]
17,line,-,UP,John Coltrane,2,2,[2|2],11,11,[11|11]
18,line,-,UP,John Coltrane,2,2,[2|2],11,01,[11|01]
19,line,-,UP,John Coltrane,2,1,[2|1],01,1,[01|1]
20,line,-,UP,John Coltrane,1,4,[1|4],1,1011,[1|1011]
21,line,-,UP,John Coltrane,4,2,[4|2],1011,11,[1011|11]
22,line,-,UP,John Coltrane,2,2,[2|2],11,01,[11|01]
23,line,-,UP,John Coltrane,2,2,[2|2],01,11,[01|11]
24,line,-,UP,John Coltrane,2,3,[2|3],11,111,[11|111]
25,line,-,UP,John Coltrane,3,6,[3|6],111,100001,[111|100001]
26,line,-,UP,John Coltrane,6,3,[6|3],100001,111,[100001|111]
27,line,-,UP,John Coltrane,3,3,[3|3],111,111,[111|111]
28,line,-,UP,John Coltrane,3,0,[3|0],111,0,[111|0]
1,line,-,MEDIUM UP,Clifford Brown,2,2,[2|2],11,11,[11|11]
2,line,-,MEDIUM UP,Clifford Brown,2,2,[2|2],11,11,[11|11]
3,line,-,MEDIUM UP,Clifford Brown,2,3,[2|3],11,011,[11|011]
4,line,-,MEDIUM UP,Clifford Brown,3,2,[3|2],011,11,[011|11]
